Title,Year,Rated,Released,Runtime,Internet Movie Database,Rotten Tomatoes,Metacritic,Metascore,imdbRating,imdbVotes,imdbID,BoxOffice,Domestic Open Gross,Num Theaters,Meta Score Cat,month,CPI @ release,CPI April 2023,New Domestic Open Gross,
When Harry Met Sally...,1989,R,21-Jul-89,95 min,7.7/10,91%,76/100,76,7.7,227730,tt0098635,93117425,1094453,41,High,7,124.4,303.363,2668943.291,tt0098635
Up in the Air,2009,R,23-Dec-09,109 min,7.4/10,90%,83/100,83,7.4,340694,tt1193138,83823381,1181450,15,High,12,215.949,303.363,1659689.169,tt1193138
The Descendants,2011,R,9-Dec-11,115 min,7.3/10,87%,84/100,84,7.3,244858,tt1033575,82584160,1190096,29,High,12,225.672,303.363,1599804.552,tt1033575
Black Swan,2010,R,17-Dec-10,108 min,8.0/10,85%,79/100,79,8,785555,tt0947798,106954678,1443809,18,High,12,219.179,303.363,1998358.555,tt0947798
The Blair Witch Project,1999,R,30-Jul-99,81 min,6.5/10,86%,81/100,81,6.5,269785,tt0185937,140539099,1512054,27,High,7,166.7,303.363,2751657.094,tt0185937
Star Wars: Episode IV - A New Hope,1977,PG,25-May-77,121 min,8.6/10,93%,90/100,90,8.6,1388289,tt0076759,460998507,1554475,43,High,5,60.3,303.363,7820401.317,tt0076759
The Lion King,1994,G,24-Jun-94,88 min,8.5/10,93%,88/100,88,8.5,1079523,tt0110357,422783777,1586753,2,High,6,148,303.363,3252446.962,tt0110357
The Color Purple,1985,PG-13,7-Feb-86,154 min,7.7/10,77%,78/100,78,7.7,90009,tt0088939,98467863,1710333,192,High,2,106,303.363,4894827.829,tt0088939
Chicago,2002,PG-13,24-Jan-03,113 min,7.2/10,?,81/100,81,7.2,234744,tt0299658,170687518,2074929,77,High,1,177.1,303.363,3554244.417,tt0299658
Pocahontas,1995,G,23-Jun-95,81 min,6.7/10,54%,58/100,58,6.7,192801,tt0114148,141579773,2689714,6,Medium,6,152.5,303.363,5350555.463,tt0114148
Arthur,1981,PG,17-Jul-81,97 min,6.9/10,89%,69/100,69,6.9,29845,tt0082031,95461682,2719534,701,Medium,7,91.6,303.363,9006615.642,tt0082031
An Officer and a Gentleman,1982,R,13-Aug-82,124 min,7.0/10,79%,75/100,75,7,58826,tt0084434,129795554,3304679,346,Medium,8,97.7,303.363,10261180.51,tt0084434
Terms of Endearment,1983,PG,9-Dec-83,132 min,7.4/10,81%,79/100,79,7.4,62540,tt0086425,108423489,3498813,260,High,12,101.3,303.363,10477891.49,tt0086425
Alien,1979,R,22-Jun-79,117 min,8.5/10,98%,89/100,89,8.5,900596,tt0078748,81900459,3527881,91,High,6,72.3,303.363,14802608.07,tt0078748
Out of Africa,1985,PG,20-Dec-85,161 min,7.1/10,61%,69/100,69,7.1,82824,tt0089755,87071205,3637290,922,Medium,12,109.3,303.363,10095326.68,tt0089755
Heaven Can Wait,1978,PG,28-Jun-78,101 min,6.9/10,87%,72/100,72,6.9,22228,tt0077663,81640278,3652486,540,Medium,6,65.2,303.363,16994311.51,tt0077663
Saturday Night Fever,1977,R,16-Dec-77,118 min,6.8/10,83%,77/100,77,6.8,82955,tt0076666,94213184,3878099,504,High,12,62.1,303.363,18944794.64,tt0076666
9 to 5,1980,PG,19-Dec-80,109 min,6.9/10,68%,58/100,58,6.9,36206,tt0080319,103290500,3966832,910,Medium,12,86.3,303.363,13944264.84,tt0080319
Flashdance,1983,R,15-Apr-83,95 min,6.2/10,35%,39/100,39,6.2,56345,tt0085549,92921203,4076124,1140,Low,4,98.6,303.363,12541026.42,tt0085549
Star Wars: Episode V - The Empire Strikes Back,1980,PG,20-Jun-80,124 min,8.7/10,94%,82/100,82,8.7,1316200,tt0080684,292753960,4910483,126,High,6,82.7,303.363,18012803.56,tt0080684
The Karate Kid,1984,PG,22-Jun-84,126 min,7.3/10,89%,60/100,60,7.3,232284,tt0087538,91077276,5031753,931,Medium,6,103.7,303.363,14719842.67,tt0087538
Steel Magnolias,1989,PG,22-Nov-89,117 min,7.3/10,68%,56/100,56,7.3,58388,tt0098384,84614512,5425440,480,Medium,11,125.9,303.363,13072897.18,tt0098384
Tootsie,1982,PG,17-Dec-82,116 min,7.4/10,90%,88/100,88,7.4,110097,tt0084805,177200000,5540470,943,High,12,97.6,303.363,17221040.99,tt0084805
The Little Mermaid,1989,G,17-Nov-89,83 min,7.6/10,92%,88/100,88,7.6,271697,tt0097757,111543479,6031914,994,High,11,125.9,303.363,14534229.76,tt0097757
Stripes,1981,R,26-Jun-81,106 min,6.8/10,88%,68/100,68,6.8,76310,tt0083131,85297000,6130197,1074,Medium,6,90.6,303.363,20526213.6,tt0083131
Scream,1996,R,20-Dec-96,111 min,7.4/10,80%,65/100,65,7.4,361919,tt0117571,103046663,6354586,1413,Medium,12,158.6,303.363,12154768.43,tt0117571
Rocky II,1979,PG,15-Jun-79,119 min,7.3/10,70%,61/100,61,7.3,220002,tt0079817,85182160,6390537,780,Medium,6,72.3,303.363,26814003.82,tt0079817
Rain Man,1988,R,16-Dec-88,133 min,8.0/10,89%,65/100,65,8,525385,tt0095953,172825435,7005719,1248,Medium,12,120.5,303.363,17637144.67,tt0095953
Father of the Bride,1991,PG,20-Dec-91,105 min,6.5/10,70%,51/100,51,6.5,79750,tt0101862,89325780,7031146,1561,Medium,12,137.9,303.363,15467654.42,tt0101862
Jaws,1975,PG,20-Jun-75,124 min,8.1/10,97%,87/100,87,8.1,621232,tt0073195,265859065,7061513,409,High,6,53.6,303.363,39966450.9,tt0073195
Trading Places,1983,R,8-Jun-83,116 min,7.5/10,88%,69/100,69,7.5,157301,tt0086465,90404800,7348200,1375,Medium,6,99.5,303.363,22403738.66,tt0086465
Superman,1978,PG,15-Dec-78,143 min,7.4/10,93%,82/100,82,7.4,179943,tt0078346,134478449,7465343,508,High,12,67.7,303.363,33452124.79,tt0078346
Fatal Attraction,1987,R,18-Sep-87,119 min,6.9/10,75%,67/100,67,6.9,90159,tt0093010,156645693,7602740,758,Medium,9,115,303.363,20055565.34,tt0093010
Porkys,1981,R,19-Mar-82,94 min,6.2/10,33%,40/100,40,6.2,44051,tt0084522,111289673,7623988,1148,Low,3,88.5,303.363,26133738.66,tt0084522
The Hand that Rocks the Cradle,1992,R,10-Jan-92,110 min,6.7/10,65%,64/100,64,6.7,46166,tt0104389,88036683,7675016,766,Medium,1,138.1,303.363,16859637.07,tt0104389
The Amityville Horror,1979,R,27-Jul-79,117 min,6.1/10,31%,28/100,28,6.1,41473,tt0078767,86432000,7843467,748,Low,7,73.1,303.363,32550173.45,tt0078767
Kindergarten Cop,1990,PG-13,21-Dec-90,111 min,6.2/10,53%,61/100,61,6.2,154475,tt0099938,91457688,7918560,1833,Medium,12,133.8,303.363,17953648.11,tt0099938
Crocodile Dundee,1986,PG-13,26-Sep-86,97 min,6.6/10,89%,62/100,62,6.6,109415,tt0090555,174803506,8038855,879,Medium,9,110.2,303.363,22129683.93,tt0090555
Top Gun,1986,PG,16-May-86,109 min,6.9/10,58%,50/100,50,6.9,469093,tt0092099,180258178,8193052,1028,Low,5,108.9,303.363,22823405.27,tt0092099
Big,1988,PG,3-Jun-88,104 min,7.3/10,98%,73/100,73,7.3,228807,tt0094737,115227281,8216190,1132,Medium,6,118,303.363,21122780.06,tt0094737
Raiders of the Lost Ark,1981,PG,12-Jun-81,115 min,8.4/10,?,85/100,85,8.4,983111,tt0082971,248159971,8305823,1078,High,6,90.6,303.363,27811030.71,tt0082971
Police Academy,1984,R,23-Mar-84,96 min,6.7/10,57%,41/100,41,6.7,130812,tt0087928,81198894,8570007,1063,Low,3,102.6,303.363,25339405.79,tt0087928
Stir Crazy,1980,R,12-Dec-80,111 min,6.7/10,69%,56/100,56,6.7,29275,tt0081562,101300000,8691886,813,Medium,12,86.3,303.363,30553842.56,tt0081562
The Greatest Showman,2017,PG,20-Dec-17,105 min,7.5/10,56%,48/100,48,7.5,291022,tt1485796,174340174,8805843,3006,Low,12,246.524,303.363,10836133.4,tt1485796
Back to School,1986,PG-13,13-Jun-86,96 min,6.6/10,86%,68/100,68,6.6,34166,tt0090685,91258000,8881035,1605,Medium,6,109.5,303.363,24604360.01,tt0090685
Grease,1978,PG,16-Jun-78,110 min,7.2/10,?,70/100,70,7.2,286037,tt0077631,190071103,8941717,862,Medium,6,65.2,303.363,41604081.2,tt0077631
While You Were Sleeping,1995,PG,21-Apr-95,103 min,6.8/10,81%,67/100,67,6.8,107224,tt0114924,81057016,9288915,1421,Medium,4,151.9,303.363,18551106.79,tt0114924
Cheaper by the Dozen 2,2005,PG,21-Dec-05,94 min,5.5/10,6%,34/100,34,5.5,60570,tt0452598,82571173,9309387,3175,Low,12,196.8,303.363,14350221.38,tt0452598
Pulp Fiction,1994,R,14-Oct-94,154 min,8.9/10,92%,95/100,95,8.9,2101116,tt0110912,107928762,9311882,1338,High,10,149.5,303.363,18895521.47,tt0110912
The War of the Roses,1989,R,8-Dec-89,116 min,6.8/10,85%,79/100,79,6.8,54924,tt0098621,86888546,9488794,1259,High,12,126.1,303.363,22827510.03,tt0098621
The Emperors New Groove,2000,G,15-Dec-00,78 min,7.4/10,86%,70/100,70,7.4,211962,tt0120917,89636687,9812302,2801,Medium,12,174,303.363,17107410.18,tt0120917
Jaws 2,1978,PG,16-Jun-78,116 min,5.8/10,61%,51/100,51,5.8,80425,tt0077766,81766007,9866023,640,Medium,6,65.2,303.363,45904698.39,tt0077766
Miss Congeniality,2000,PG-13,22-Dec-00,109 min,6.3/10,41%,43/100,43,6.3,217624,tt0212346,106807667,10046534,2668,Low,12,174,303.363,17515785.6,tt0212346
Aliens,1986,R,18-Jul-86,137 min,8.4/10,98%,84/100,84,8.4,730384,tt0090605,85160248,10052042,1437,High,7,109.5,303.363,27848562.71,tt0090605
Disclosure,1994,R,9-Dec-94,128 min,6.1/10,59%,58/100,58,6.1,52238,tt0109635,83015089,10068126,1675,Medium,12,149.7,303.363,20402784.95,tt0109635
Every Which Way but Loose,1978,PG,20-Dec-78,114 min,6.3/10,41%,41/100,41,6.3,28469,tt0077523,85196485,10272294,1275,Low,12,67.7,303.363,46030043.2,tt0077523
Three Men and a Baby,1987,PG,25-Nov-87,102 min,6.1/10,67%,61/100,61,6.1,55281,tt0094137,167780960,10384392,1006,Medium,11,115.4,303.363,27298442.9,tt0094137
Parenthood,1989,PG-13,2-Aug-89,124 min,7.1/10,92%,82/100,82,7.1,52226,tt0098067,100047830,10506450,1262,High,8,124.6,303.363,25580001.54,tt0098067
Jumanji,1995,PG,15-Dec-95,104 min,7.0/10,52%,39/100,39,7,356930,tt0113497,100499940,11084370,2487,Low,12,153.5,303.363,21906109.03,tt0113497
Peter Pan,2003,PG,25-Dec-03,113 min,6.8/10,77%,64/100,64,6.8,75577,tt0316396,48462608,11139495,2813,Medium,12,184.3,303.363,18335923.07,tt0316396
Back to the Future,1985,PG,3-Jul-85,116 min,8.5/10,97%,87/100,87,8.5,1233438,tt0088763,212836762,11152500,1420,High,7,107.8,303.363,31384562.69,tt0088763
Twins,1988,PG,9-Dec-88,107 min,6.1/10,42%,53/100,53,6.1,130394,tt0096320,111938388,11174980,1396,Medium,12,120.5,303.363,28133406.29,tt0096320
Who Framed Roger Rabbit,1988,PG,22-Jun-88,104 min,7.7/10,97%,83/100,83,7.7,206431,tt0096438,156452370,11226239,1045,High,6,118,303.363,28861233.4,tt0096438
Pretty Woman,1990,R,23-Mar-90,119 min,7.1/10,?,51/100,51,7.1,336145,tt0100405,178406268,11280591,1325,Medium,3,128.7,303.363,26589851.81,tt0100405
Charlottes Web,2006,G,15-Dec-06,97 min,6.3/10,78%,68/100,68,6.3,44003,tt0413895,82985708,11457353,3566,Medium,12,201.8,303.363,17223671.84,tt0413895
Presumed Innocent,1990,R,27-Jul-90,127 min,6.9/10,86%,72/100,72,6.9,43624,tt0100404,86303188,11718981,1349,Medium,7,130.4,303.363,27263076.94,tt0100404
E.T. the Extra-Terrestrial,1982,PG,11-Jun-82,115 min,7.9/10,?,91/100,91,7.9,419656,tt0083866,437141279,11835389,1103,High,6,97,303.363,37014630.03,tt0083866
Sister Act,1992,PG,29-May-92,100 min,6.5/10,75%,51/100,51,6.5,102846,tt0105417,139605150,11894587,1430,Medium,5,139.7,303.363,25829474.56,tt0105417
Star Trek: The Motion Picture,1979,G,8-Dec-79,143 min,6.4/10,53%,50/100,50,6.4,92842,tt0079945,82604699,11926421,857,Low,12,76.7,303.363,47171249.72,tt0079945
Look Whos Talking,1989,PG-13,13-Oct-89,93 min,5.9/10,55%,51/100,51,5.9,84513,tt0097778,140088813,12107784,1208,Medium,10,125.6,303.363,29244057.94,tt0097778
Ghost,1990,PG-13,13-Jul-90,127 min,7.1/10,76%,52/100,52,7.1,224684,tt0099653,217631306,12191540,1101,Medium,7,130.4,303.363,28362439.79,tt0099653
Rocky III,1982,PG,28-May-82,99 min,6.8/10,65%,57/100,57,6.8,199659,tt0084602,125049125,12431486,939,Medium,5,95.8,303.363,39365896.53,tt0084602
Gremlins,1984,PG,8-Jun-84,106 min,7.3/10,86%,70/100,70,7.3,233330,tt0087363,153642180,12511634,1511,Medium,6,103.7,303.363,36601415.86,tt0087363
As Good as It Gets,1997,PG-13,25-Dec-97,139 min,7.7/10,86%,67/100,67,7.7,305615,tt0119822,148478011,12606928,1572,Medium,12,161.3,303.363,23710325.47,tt0119822
The Karate Kid Part II,1986,PG,20-Jun-86,113 min,6.1/10,44%,55/100,55,6.1,93768,tt0091326,115103979,12652336,1323,Medium,6,109.5,303.363,35052516.95,tt0091326
The Talented Mr. Ripley,1999,R,25-Dec-99,139 min,7.4/10,85%,76/100,76,7.4,218141,tt0134119,81298265,12738237,2307,High,12,168.3,303.363,22960842.49,tt0134119
The Girl with the Dragon Tattoo,2011,R,21-Dec-11,158 min,7.8/10,86%,71/100,71,7.8,473121,tt1568346,102515793,12768604,2914,Medium,12,225.672,303.363,17164389.09,tt1568346
Mission: Impossible - Ghost Protocol,2011,PG-13,21-Dec-11,132 min,7.4/10,93%,73/100,73,7.4,500167,tt1229238,209397903,12785204,425,Medium,12,225.672,303.363,17186703.89,tt1229238
City Slickers,1991,PG-13,7-Jun-91,113 min,6.8/10,88%,70/100,70,6.8,59976,tt0101587,124033791,13032121,1992,Medium,6,136,303.363,29069583.26,tt0101587
Ferdinand,2017,PG,15-Dec-17,108 min,6.7/10,71%,58/100,58,6.7,59877,tt3411444,84410380,13401586,3621,Medium,12,246.524,303.363,16491478.86,tt3411444
The Notebook,2004,PG-13,25-Jun-04,123 min,7.8/10,?,53/100,53,7.8,586376,tt0332280,81417274,13464745,2303,Medium,6,189.7,303.363,21532448.27,tt0332280
Hook,1991,PG,11-Dec-91,142 min,6.8/10,29%,52/100,52,6.8,262330,tt0102057,119654823,13522535,2197,Medium,12,137.9,303.363,29747909.97,tt0102057
Ghostbusters,1984,PG,8-Jun-84,105 min,7.8/10,95%,71/100,71,7.8,424573,tt0087332,243578797,13578151,1339,Medium,6,103.7,303.363,39721394.62,tt0087332
A League of Their Own,1992,PG,1-Jul-92,128 min,7.3/10,81%,69/100,69,7.3,112785,tt0104694,107533928,13739456,1782,Medium,7,140.5,303.363,29665783.56,tt0104694
Theres Something About Mary,1998,R,15-Jul-98,119 min,7.1/10,84%,69/100,69,7.1,318077,tt0129387,176484651,13740644,2186,Medium,7,163.2,303.363,25541684.96,tt0129387
The Silence of the Lambs,1991,R,14-Feb-91,118 min,8.6/10,95%,86/100,86,8.6,1462389,tt0102926,130742922,13766814,1497,High,2,134.8,303.363,30981765.55,tt0102926
Sleeping with the Enemy,1991,R,8-Feb-91,99 min,6.2/10,22%,48/100,48,6.2,60969,tt0102945,101599005,13777943,1406,Low,2,134.8,303.363,31006811,tt0102945
Jimmy Neutron: Boy Genius,2001,G,21-Dec-01,82 min,6.0/10,74%,65/100,65,6,36187,tt0268397,80936232,13832786,3139,Medium,12,176.7,303.363,23748474.59,tt0268397
Sisters,2015,R,18-Dec-15,118 min,6.0/10,60%,58/100,58,6,67867,tt1850457,87044645,13922855,2962,Medium,12,236.525,303.363,17857220.43,tt1850457
Se7en,1995,R,22-Sep-95,127 min,8.6/10,82%,65/100,65,8.6,1688249,tt0114369,100125643,13949807,2441,Medium,9,153.2,303.363,27623076.38,tt0114369
The Others,2001,PG-13,10-Aug-01,104 min,7.6/10,84%,74/100,74,7.6,375209,tt0230600,96522687,14089952,1678,Medium,8,177.5,303.363,24080958.36,tt0230600
Superman II,1980,PG,19-Jun-81,127 min,6.8/10,83%,83/100,83,6.8,110047,tt0081573,108185706,14100523,1397,High,6,82.7,303.363,51724026.1,tt0081573
Honey^ I Shrunk the Kids,1989,PG,23-Jun-89,93 min,6.4/10,78%,63/100,63,6.4,159549,tt0097523,130724172,14262961,1371,Medium,6,124.1,303.363,34865871.38,tt0097523
Alvin and the Chipmunks: The Road Chip,2015,PG,18-Dec-15,92 min,4.9/10,15%,33/100,33,4.9,20886,tt2974918,85886987,14287159,3653,Low,12,236.525,303.363,18324470.63,tt2974918
Two Weeks Notice,2002,PG-13,20-Dec-02,101 min,6.1/10,42%,42/100,42,6.1,121623,tt0313737,93354851,14328494,2755,Low,12,180.9,303.363,24028385.44,tt0313737
Fun with Dick and Jane,2005,PG-13,21-Dec-05,90 min,6.2/10,29%,47/100,47,6.2,148530,tt0369441,110332737,14383515,3056,Low,12,196.8,303.363,22171881.41,tt0369441
Speed,1994,R,10-Jun-94,116 min,7.3/10,94%,78/100,78,7.3,374858,tt0111257,121248145,14456194,2138,High,6,148,303.363,29631583.65,tt0111257
Cold Mountain,2003,R,25-Dec-03,154 min,7.2/10,70%,73/100,73,7.2,151714,tt0159365,95636509,14500000,2163,Medium,12,184.3,303.363,23867409.12,tt0159365
The Prince of Egypt,1998,PG,18-Dec-98,99 min,7.1/10,79%,64/100,64,7.1,137780,tt0120794,101413188,14524321,3118,Medium,12,163.9,303.363,26883109.16,tt0120794
A Time to Kill,1996,R,24-Jul-96,149 min,7.5/10,68%,54/100,54,7.5,167441,tt0117913,108766007,14823159,2123,Medium,7,157,303.363,28642025.37,tt0117913
Passengers,2016,PG-13,21-Dec-16,116 min,7.0/10,30%,41/100,41,7,419818,tt1355644,100014699,14869736,3478,Low,12,241.432,303.363,18684050.67,tt1355644
Dangerous Minds,1995,R,11-Aug-95,99 min,6.5/10,33%,47/100,47,6.5,54509,tt0112792,84919401,14931503,1348,Low,8,152.9,303.363,29625019.91,tt0112792
The Ring,2002,PG-13,18-Oct-02,115 min,7.1/10,71%,57/100,57,7.1,358661,tt0298130,129128133,15015393,1981,Medium,10,181.3,303.363,25124736.16,tt0298130
Unforgiven,1992,R,7-Aug-92,130 min,8.2/10,96%,85/100,85,8.2,419454,tt0105695,101167799,15018007,2071,High,8,140.9,303.363,32334333.98,tt0105695
Stuart Little,1999,PG,17-Dec-99,84 min,6.0/10,67%,61/100,61,6,140462,tt0164912,140035367,15018223,2878,Medium,12,168.3,303.363,27070547.74,tt0164912
Basic Instinct,1992,R,20-Mar-92,127 min,7.0/10,57%,43/100,43,7,207034,tt0103772,117727224,15129385,1567,Low,3,139.3,303.363,32948281.56,tt0103772
Beverly Hills Cop,1984,R,5-Dec-84,105 min,7.3/10,83%,66/100,66,7.3,191155,tt0086960,234760478,15214805,1532,Medium,12,105.3,303.363,43832942.92,tt0086960
In the Line of Fire,1993,R,9-Jul-93,128 min,7.2/10,96%,74/100,74,7.2,108165,tt0107206,102314823,15269388,1903,Medium,7,144.4,303.363,32078721.27,tt0107206
Days of Thunder,1990,PG-13,27-Jun-90,107 min,6.1/10,38%,60/100,60,6.1,92104,tt0099371,82670733,15490445,2307,Medium,6,129.9,303.363,36175734.15,tt0099371
A Few Good Men,1992,R,11-Dec-92,138 min,7.7/10,84%,62/100,62,7.7,272380,tt0104257,141340178,15517468,1925,Medium,12,141.9,303.363,33174246.97,tt0104257
Under Siege,1992,R,9-Oct-92,103 min,6.5/10,79%,58/100,58,6.5,90518,tt0105690,83563139,15760003,2042,Medium,10,141.8,303.363,33716514.74,tt0105690
Somethings Gotta Give,2003,PG-13,12-Dec-03,128 min,6.7/10,72%,66/100,66,6.7,124827,tt0337741,124728738,16064723,2677,Medium,12,184.3,303.363,26442987.32,tt0337741
Phenomenon,1996,PG,3-Jul-96,123 min,6.4/10,49%,41/100,41,6.4,81405,tt0117333,104636382,16158901,1637,Low,7,157,303.363,31223010.73,tt0117333
Cliffhanger,1993,R,28-May-93,113 min,6.5/10,67%,60/100,60,6.5,133596,tt0106582,84049211,16176967,2333,Medium,5,144.2,303.363,34032546.74,tt0106582
Dumb and Dumber,1994,PG-13,16-Dec-94,107 min,7.3/10,68%,41/100,41,7.3,393806,tt0109686,127190327,16363442,2447,Low,12,149.7,303.363,33160072.51,tt0109686
Yogi Bear,2010,PG,17-Dec-10,80 min,4.6/10,13%,35/100,35,4.6,22615,tt1302067,100246011,16411322,3515,Low,12,219.179,303.363,22714712.07,tt1302067
George of the Jungle,1997,PG,16-Jul-97,92 min,5.5/10,55%,53/100,53,5.5,81210,tt0119190,105263257,16540791,2506,Medium,7,160.5,303.363,31263950.03,tt0119190
The Bodyguard,1992,R,25-Nov-92,129 min,6.3/10,38%,39/100,39,6.3,140148,tt0103855,122046449,16611793,1717,Low,11,142,303.363,35488756.06,tt0103855
Spy Kids 2: Island of Lost Dreams,2002,PG,7-Aug-02,100 min,5.3/10,75%,66/100,66,5.3,69848,tt0287717,85846429,16711716,3307,Medium,8,180.7,303.363,28055983.96,tt0287717
Little Women,2019,PG,25-Dec-19,135 min,7.8/10,95%,91/100,91,7.8,217080,tt3281548,108101214,16755310,3308,High,12,256.974,303.363,19779982.05,tt3281548
Casper,1995,PG,26-May-95,100 min,6.1/10,51%,49/100,49,6.1,138489,tt0112642,100328194,16840385,2714,Low,5,152.2,303.363,33566029.66,tt0112642
The Pelican Brief,1993,PG-13,17-Dec-93,141 min,6.6/10,54%,50/100,50,6.6,90847,tt0107798,100768056,16864404,1993,Low,12,145.8,303.363,35089411.46,tt0107798
Star Trek IV: The Voyage Home,1986,PG,26-Nov-86,119 min,7.3/10,82%,71/100,71,7.3,88001,tt0092007,109713132,16881888,1349,Medium,11,110.4,303.363,46388950.99,tt0092007
Home Alone,1990,PG,16-Nov-90,103 min,7.7/10,66%,63/100,63,7.7,602102,tt0099785,285761243,17081997,1202,Medium,11,133.8,303.363,38729789.66,tt0099785
Jerry Maguire,1996,R,13-Dec-96,139 min,7.3/10,84%,77/100,77,7.3,274681,tt0116695,153952592,17084296,2531,High,12,158.6,303.363,32678078.74,tt0116695
Night at the Museum: Secret of the Tomb,2014,PG,19-Dec-14,98 min,6.2/10,47%,47/100,47,6.2,128162,tt2692250,113746621,17100520,3785,Low,12,234.812,303.363,22092844.7,tt2692250
I Can Only Imagine,2018,PG,16-Mar-18,110 min,7.3/10,67%,30/100,30,7.3,16912,tt6450186,83482352,17108914,1629,Low,3,249.554,303.363,20797949.45,tt6450186
The Hunt for Red October,1990,PG,2-Mar-90,135 min,7.5/10,88%,58/100,58,7.5,206278,tt0099810,122012643,17161835,1225,Medium,3,128.7,303.363,40452725.34,tt0099810
The Client,1994,PG-13,20-Jul-94,119 min,6.7/10,80%,65/100,65,6.7,69635,tt0109446,92115211,17174262,2052,Medium,7,148.4,303.363,35108056.89,tt0109446
Antz,1998,PG,2-Oct-98,83 min,6.5/10,92%,72/100,72,6.5,158695,tt0120587,90757863,17195160,2449,Medium,10,164,303.363,31807166.6,tt0120587
Maverick,1994,PG,20-May-94,127 min,7.0/10,67%,62/100,62,7,114925,tt0110478,101631272,17248545,2537,Medium,5,147.5,303.363,35475053.27,tt0110478
Sleepless in Seattle,1993,PG,25-Jun-93,105 min,6.8/10,75%,72/100,72,6.8,181911,tt0108160,126808165,17253733,1579,Medium,6,144.4,303.363,36247536.04,tt0108160
Michael,1996,PG,25-Dec-96,105 min,5.7/10,36%,38/100,38,5.7,44002,tt0117038,95318203,17435711,2141,Low,12,158.6,303.363,33350249.66,tt0117038
Chicken Run,2000,G,23-Jun-00,84 min,7.1/10,97%,88/100,88,7.1,197550,tt0120630,106834564,17506162,2491,High,6,172.4,303.363,30804650.94,tt0120630
The Mule,2018,R,14-Dec-18,116 min,7.0/10,70%,58/100,58,7,142330,tt7959026,103804407,17509431,2588,Medium,12,251.233,303.363,21142578.87,tt7959026
Lets Be Cops,2014,R,13-Aug-14,104 min,6.4/10,18%,30/100,30,6.4,136558,tt1924435,82390774,17813722,3094,Low,8,237.852,303.363,22720112.28,tt1924435
Snow Dogs,2002,PG,18-Jan-02,99 min,5.2/10,25%,29/100,29,5.2,27698,tt0281373,81172560,17814259,2302,Low,1,177.1,303.363,30514890.19,tt0281373
Austin Powers: The Spy Who Shagged Me,1999,PG-13,11-Jun-99,95 min,6.6/10,53%,59/100,59,6.6,239673,tt0145660,206040086,17981900,3312,Medium,6,166.2,303.363,32822160.83,tt0145660
The Green Mile,1999,R,10-Dec-99,189 min,8.6/10,?,61/100,61,8.6,1330180,tt0120689,136801374,18017152,2875,Medium,12,168.3,303.363,32476157.35,tt0120689
Space Cowboys,2000,PG-13,4-Aug-00,130 min,6.5/10,78%,73/100,73,6.5,83428,tt0186566,90464773,18093776,2805,Medium,8,172.8,303.363,31764943.11,tt0186566
Waynes World,1992,PG-13,14-Feb-92,94 min,7.0/10,79%,57/100,57,7,162779,tt0105793,121697323,18122710,1768,Medium,2,138.6,303.363,39666375.71,tt0105793
Yes Man,2008,PG-13,19-Dec-08,104 min,6.8/10,46%,46/100,46,6.8,370203,tt1068680,97690976,18262471,3434,Low,12,210.228,303.363,26353092.78,tt1068680
The Birdcage,1996,R,8-Mar-96,117 min,7.2/10,83%,72/100,72,7.2,93547,tt0115685,124060553,18275828,1950,Medium,3,155.7,303.363,35608285.23,tt0115685
The Wolf of Wall Street,2013,R,25-Dec-13,180 min,8.2/10,80%,75/100,75,8.2,1455295,tt0993846,116900694,18361578,2537,Medium,12,233.049,303.363,23901511.64,tt0993846
Analyze This,1999,R,5-Mar-99,103 min,6.7/10,69%,61/100,61,6.7,157137,tt0122933,106885658,18383507,2518,Medium,3,165,303.363,33799247.48,tt0122933
Indecent Proposal,1993,R,7-Apr-93,117 min,6.0/10,34%,35/100,35,6,74327,tt0107211,106614059,18387632,1694,Low,4,144,303.363,38736994.49,tt0107211
Youve Got Mail,1998,PG,18-Dec-98,119 min,6.7/10,70%,57/100,57,6.7,219330,tt0128853,115821495,18426749,2691,Medium,12,163.9,303.363,34106124.81,tt0128853
Patriot Games,1992,R,5-Jun-92,117 min,6.8/10,76%,64/100,64,6.8,115662,tt0105112,83351587,18511191,2365,Medium,6,140.2,303.363,40054282.71,tt0105112
Are We There Yet?,2005,PG,21-Jan-05,95 min,4.7/10,12%,27/100,27,4.7,33199,tt0368578,82674398,18575214,2709,Low,1,190.7,303.363,29549201.07,tt0368578
Crimson Tide,1995,R,12-May-95,116 min,7.3/10,89%,66/100,66,7.3,116685,tt0112740,91387195,18612190,2382,Medium,5,152.2,303.363,37097567.64,tt0112740
American Pie,1999,R,9-Jul-99,95 min,7.0/10,61%,58/100,58,7,415207,tt0163651,102561004,18709680,2508,Medium,7,166.7,303.363,34048138.3,tt0163651
Maid in Manhattan,2002,PG-13,13-Dec-02,105 min,5.3/10,38%,45/100,45,5.3,92419,tt0252076,94011225,18711407,2838,Low,12,180.9,303.363,31378377.9,tt0252076
The First Wives Club,1996,PG,20-Sep-96,103 min,6.4/10,50%,58/100,58,6.4,51289,tt0116313,105489203,18913411,1922,Medium,9,157.8,303.363,36360133.72,tt0116313
Back to the Future Part III,1990,PG,25-May-90,118 min,7.4/10,80%,55/100,55,7.4,458413,tt0099088,88277583,19089645,2019,Medium,5,129.2,303.363,44822693.31,tt0099088
